"�..Parcours_2023";"Nombre.de.voyages_2023";"Poids.de.voyages_2023";"Nombre.d.abonnements_2023";"Nombre.de.voyages_2024";"Poids.de.voyages_2024";"Nombre.d.abonnements_2024"
"BAGNERES-DE-LUCHON - CASTELNAUDARY";1;"0,0012%";"0";1;"0,0013%";"0"
"BAGNERES-DE-LUCHON - LATOUR DE CAROL ENVEITG";1;"0,0012%";"0";1;"0,0013%";"0"
"BAGNERES-DE-LUCHON - MARIGNAC ST BEAT";1;"0,0012%";"0";1;"0,0013%";"0"
"BAGNERES-DE-LUCHON - PORTET SAINT-SIMON";1;"0,0012%";"0";3;"0,0026%";"0"
"BAGNERES-DE-LUCHON - SAINT-JORY";1;"0,0012%";"0";1;"0,0013%";"0"
"BAGNERES-DE-LUCHON - ST MARTORY";1;"0,0012%";"0";3;"0,0026%";"0"
"BAILLARGUES - CASTELNAUDARY";1;"0,0012%";"0";1;"0,0006%";"0"
"BAILLARGUES - LANGOGNE";1;"0,0012%";"0";1;"0,0013%";"0"
"BANASSAC LA CANOURGUE - TOULOUSE MATABIAU";1;"0,0012%";"0";1;"0,0013%";"0"
"BANASSAC LA CANOURGUE - VILLENEUVE LES MAGUELONNE";1;"0,0012%";"0";1;"0,0013%";"0"
"BARAQUEVILLE CARCENAC PEYRALES - CAZÈRES";1;"0,0012%";"0";1;"0,0013%";"0"
"BAZIEGE - LATOUR DE CAROL ENVEITG";1;"0,0012%";"0";1;"0,0013%";"0"
"BAZIEGE - RIVESALTES";1;"0,0012%";"0";4;"0,0038%";"0"
"BAZIEGE - RODEZ";1;"0,0012%";"0";1;"0,0013%";"0"
"BAZIEGE - SALSES";1;"0,0012%";"0";11;"0,0107%";"0"
"BEDARIEUX - CAHORS";1;"0,0012%";"0";1;"0,0013%";"0"
"BEDARIEUX - CASTELNAUDARY";1;"0,0012%";"0";1;"0,0013%";"0"
"BEDARIEUX - NAUCELLE";1;"0,0012%";"0";1;"0,0013%";"0"
"BEDARIEUX - SAINT-GAUDENS";1;"0,0012%";"0";1;"0,0013%";"0"
"BEDARIEUX - ST GEORGES DE LUZENCON";1;"0,0012%";"0";3;"0,0026%";"0"
"BEDARIEUX - VERGÈZE - CODOGNAN";1;"0,0012%";"0";3;"0,0026%";"0"
"BEZIERS - CASTRES";1;"0,0012%";"0";2;"0,0018%";"0"
"BEZIERS - FONT ROMEU ODEILLO VIA";1;"0,0012%";"0";1;"0,0013%";"0"
"BEZIERS - VILLEFRANCHE DE ROUERGUE";1;"0,0012%";"0";1;"0,0013%";"0"
"BOUSSENS - BRAX - LÉGUEVIN";1;"0,0012%";"0";1;"0,0013%";"0"
"BOUSSENS - CASTELNAU D'ESTRETEFONDS";1;"0,0012%";"0";4;"0,0036%";"0"
"BOUSSENS - COLOMIERS LYCEE INTERNATIONAL";1;"0,0012%";"0";3;"0,0026%";"0"
"BOUSSENS - MAZAMET";1;"0,0012%";"0";1;"0,0013%";"0"
"BOUSSENS - PAMIERS";1;"0,0012%";"0";1;"0,0006%";"0"
"BRAX - LÉGUEVIN - LABEGE INNOPOLE";1;"0,0012%";"0";1;"0,0013%";"0"
"CAHORS - CASTELNAUDARY";1;"0,0012%";"0";1;"0,0005%";"0"
"CAHORS - DAMIATTE ST PAUL";1;"0,0012%";"0";1;"0,0013%";"0"
"CAHORS - FOIX";1;"0,0012%";"0";1;"0,0013%";"0"
"CAHORS - LAMAGISTERE";1;"0,0012%";"0";1;"0,0013%";"0"
"CAHORS - LISLE SUR TARN";1;"0,0012%";"0";1;"0,0013%";"0"
"CAHORS - SAINT-SULPICE";1;"0,0012%";"0";4;"0,0036%";"0"
"CAHORS - SAVERDUN";1;"0,0012%";"0";1;"0,0013%";"0"
"CARBONNE - GALLIENI CANCÉROPÔLE";1;"0,0012%";"0";1;"0,0006%";"0"
"CARBONNE - LAVAUR";1;"0,0012%";"0";1;"0,0013%";"0"
"CARBONNE - MAZAMET";1;"0,0012%";"0";3;"0,0026%";"0"
"CARBONNE - MONTASTRUC LA CONSEILLERE";1;"0,0012%";"0";2;"0,0020%";"0"
"CARBONNE - NAUCELLE";1;"0,0012%";"0";6;"0,0053%";"0"
"CARBONNE - VILLEFRANCHE DE ROUERGUE";1;"0,0012%";"0";1;"0,0013%";"0"
"CARCASSONNE - FOIX";1;"0,0012%";"0";2;"0,0023%";"0"
"CARCASSONNE - SOUILLAC";1;"0,0012%";"0";3;"0,0024%";"0"
"CARCASSONNE - VERGÈZE - CODOGNAN";1;"0,0012%";"0";4;"0,0038%";"0"
"CARMAUX - CAZÈRES";1;"0,0012%";"0";1;"0,0013%";"0"
"CARMAUX - MARTRES TOLOSANE";1;"0,0012%";"0";1;"0,0013%";"0"
"CARMAUX - VILLEFRANCHE DE ROUERGUE";1;"0,0012%";"0";3;"0,0026%";"0"
"CASTELNAUDARY - DIEUPENTALE";1;"0,0012%";"0";2;"0,0023%";"0"
"CASTELNAUDARY - GOURDON";1;"0,0012%";"0";3;"0,0026%";"0"
"CASTELNAUDARY - L'ISLE JOURDAIN";1;"0,0012%";"0";1;"0,0013%";"0"
"CASTELNAUDARY - MONTASTRUC LA CONSEILLERE";1;"0,0012%";"0";3;"0,0026%";"0"
"CASTELNAUDARY - SAINT-JORY";1;"0,0012%";"0";1;"0,0013%";"0"
"CASTRES - DIEUPENTALE";1;"0,0012%";"0";1;"0,0013%";"0"
"CASTRES - LATOUR DE CAROL ENVEITG";1;"0,0012%";"0";1;"0,0013%";"0"
"CASTRES - LONGAGES - NOÉ";1;"0,0012%";"0";3;"0,0026%";"0"
"CASTRES - PERPIGNAN";1;"0,0012%";"0";2;"0,0023%";"0"
"CASTRES - VILLEFRANCHE DE ROUERGUE";1;"0,0012%";"0";1;"0,0013%";"0"
"CAUSSADE - MURET";1;"0,0012%";"0";1;"0,0013%";"0"
"CAUSSADE - SAINT-GAUDENS";1;"0,0012%";"0";3;"0,0026%";"0"
"CAUSSADE - TARBES";1;"0,0012%";"0";1;"0,0013%";"0"
"CAZÈRES - GAILLAC";1;"0,0012%";"0";1;"0,0006%";"0"
"CAZÈRES - LAVAUR";1;"0,0012%";"0";2;"0,0020%";"0"
"CAZÈRES - MONTPELLIER SAINT-ROCH";1;"0,0012%";"0";1;"0,0013%";"0"
"CAZÈRES - NAUCELLE";1;"0,0012%";"0";1;"0,0013%";"0"
"CAZÈRES - PAMIERS";1;"0,0012%";"0";1;"0,0013%";"0"
"CAZÈRES - RODEZ";1;"0,0012%";"0";1;"0,0013%";"0"
"CAZÈRES - ST MARTORY";1;"0,0012%";"0";3;"0,0026%";"0"
"CINTEGABELLE - LANNEMEZAN";1;"0,0012%";"0";1;"0,0013%";"0"
"CINTEGABELLE - SAINT-GAUDENS";1;"0,0012%";"0";1;"0,0013%";"0"
"COLOMIERS - LONGAGES - NOÉ";1;"0,0012%";"0";1;"0,0013%";"0"
"COLOMIERS - TARBES";1;"0,0012%";"0";3;"0,0033%";"0"
"COLOMIERS LYCEE INTERNATIONAL - MAZAMET";1;"0,0012%";"0";3;"0,0026%";"0"
"DAMIATTE ST PAUL - TARBES";1;"0,0012%";"0";1;"0,0013%";"0"
"ESCALQUENS - GAILLAC";1;"0,0012%";"0";1;"0,0013%";"0"
"FAUGA - LOURDES";1;"0,0012%";"0";3;"0,0026%";"0"
"FAUGA - MONTRÉJEAU - GOURDAN-POLIGNAN";1;"0,0012%";"0";1;"0,0013%";"0"
"FAUGA - NARBONNE";1;"0,0012%";"0";1;"0,0013%";"0"
"FAUGA - VALENCE D'AGEN";1;"0,0012%";"0";1;"0,0013%";"0"
"FIGEAC - GIMONT CAHUZAC";1;"0,0012%";"0";1;"0,0013%";"0"
"FIGEAC - LANNEMEZAN";1;"0,0012%";"0";1;"0,0013%";"0"
"FIGEAC - LES CABANNES";1;"0,0012%";"0";3;"0,0033%";"0"
"FIGEAC - LEXOS";1;"0,0012%";"0";3;"0,0032%";"0"
"FIGEAC - LONGAGES - NOÉ";1;"0,0012%";"0";1;"0,0013%";"0"
"FIGEAC - MOISSAC";1;"0,0012%";"0";1;"0,0013%";"0"
"FIGEAC - PERPIGNAN";1;"0,0012%";"0";1;"0,0013%";"0"
"FIGEAC - TARBES";1;"0,0012%";"0";1;"0,0013%";"0"
"FIGEAC - VALENCE D'AGEN";1;"0,0012%";"0";1;"0,0013%";"0"
"FIGEAC - VARILHES";1;"0,0012%";"0";1;"0,0013%";"0"
"FOIX - MURET";1;"0,0012%";"0";1;"0,0013%";"0"
"FONS - SAINT-MAMERT - MENDE";1;"0,0012%";"0";2;"0,0023%";"0"
"FRONTIGNAN - LANGOGNE";1;"0,0012%";"0";3;"0,0026%";"0"
"FRONTIGNAN - LÉZIGNAN (AUDE)";1;"0,0012%";"0";1;"0,0009%";"0"
"GAILLAC - LÉZIGNAN (AUDE)";1;"0,0012%";"0";1;"0,0013%";"0"
"GAILLAC - MAZAMET";1;"0,0012%";"0";7;"0,0066%";"0"
"GAILLAC - PIBRAC";1;"0,0012%";"0";1;"0,0013%";"0"
"GAILLAC - SOUILLAC";1;"0,0012%";"0";1;"0,0013%";"0"
"GAILLAC - VILLEFRANCHE DE LAURAGAIS";1;"0,0012%";"0";1;"0,0013%";"0"
"GALLIENI CANCÉROPÔLE - MONTBARTIER";1;"0,0012%";"0";1;"0,0013%";"0"
"GALLIENI CANCÉROPÔLE - VILLEFRANCHE DE LAURAGAIS";1;"0,0012%";"0";1;"0,0006%";"0"
"GENOLHAC - MARVEJOLS";1;"0,0012%";"0";1;"0,0013%";"0"
"GENOLHAC - SAINT-CHÉLY-D'APCHER";1;"0,0012%";"0";1;"0,0013%";"0"
"GRAMAT - VILLEFRANCHE DE ROUERGUE";1;"0,0012%";"0";3;"0,0026%";"0"
"GRAND COMBE LA PISE - LUNEL";1;"0,0012%";"0";1;"0,0013%";"0"
"GRAND COMBE LA PISE - TOULOUSE MATABIAU";1;"0,0012%";"0";1;"0,0013%";"0"
"GRAULHET PLACE JOURDAIN - TOURNAY";1;"0,0012%";"0";1;"0,0013%";"0"
"GRISOLLES - RODEZ";1;"0,0012%";"0";1;"0,0013%";"0"
"GRISOLLES - TARBES";1;"0,0012%";"0";1;"0,0013%";"0"
"LABEGE INNOPOLE - LIMOUX";1;"0,0012%";"0";1;"0,0013%";"0"
"LALBENQUE FONTANES - PAU";1;"0,0012%";"0";1;"0,0013%";"0"
"LALBENQUE FONTANES - SOUILLAC";1;"0,0012%";"0";3;"0,0031%";"0"
"LANGOGNE - SAINT-CHÉLY-D'APCHER";1;"0,0012%";"0";5;"0,0049%";"0"
"LANNEMEZAN - LATOUR DE CAROL ENVEITG";1;"0,0012%";"0";1;"0,0013%";"0"
"LANNEMEZAN - MARTRES TOLOSANE";1;"0,0012%";"0";1;"0,0013%";"0"
"LANNEMEZAN - MONTASTRUC LA CONSEILLERE";1;"0,0012%";"0";1;"0,0013%";"0"
"LATOUR DE CAROL ENVEITG - LOURDES";1;"0,0012%";"0";1;"0,0013%";"0"
"LATOUR DE CAROL ENVEITG - NAUCELLE";1;"0,0012%";"0";1;"0,0013%";"0"
"LAVAUR - MONTBARTIER";1;"0,0012%";"0";1;"0,0013%";"0"
"LAVAUR - SOUILLAC";1;"0,0012%";"0";3;"0,0026%";"0"
"LAVAUR - VILLEFRANCHE DE ROUERGUE";1;"0,0012%";"0";6;"0,0053%";"0"
"LE MONASTIER - SAINT-CHÉLY-D'APCHER";1;"0,0012%";"0";4;"0,0039%";"0"
"LES RAMASSIERS - LONGAGES - NOÉ";1;"0,0012%";"0";1;"0,0013%";"0"
"LES RAMASSIERS - SAINT-GAUDENS";1;"0,0012%";"0";4;"0,0039%";"0"
"LÉZIGNAN (AUDE) - NAUCELLE";1;"0,0012%";"0";1;"0,0013%";"0"
"LIMOUX - NIMES";1;"0,0012%";"0";3;"0,0029%";"0"
"L'ISLE JOURDAIN - MONTRÉJEAU - GOURDAN-POLIGNAN";1;"0,0012%";"0";3;"0,0026%";"0"
"LONGAGES - NOÉ - SAVERDUN";1;"0,0012%";"0";3;"0,0026%";"0"
"LOURDES - RODEZ";1;"0,0012%";"0";1;"0,0013%";"0"
"LOURDES - SAINT-JORY";1;"0,0012%";"0";2;"0,0018%";"0"
"MAGALAS - SAINT-CHÉLY-D'APCHER";1;"0,0012%";"0";2;"0,0023%";"0"
"MAGALAS - ST GEORGES DE LUZENCON";1;"0,0012%";"0";1;"0,0013%";"0"
"MAZAMET - MONTRÉJEAU - GOURDAN-POLIGNAN";1;"0,0012%";"0";1;"0,0013%";"0"
"MENDE - TOULOUSE MATABIAU";1;"0,0012%";"0";1;"0,0013%";"0"
"MERENVIELLE - SAVERDUN";1;"0,0012%";"0";1;"0,0013%";"0"
"MOISSAC - SOUILLAC";1;"0,0012%";"0";1;"0,0013%";"0"
"MONTAUBAN - VILLEFRANCHE DE ROUERGUE";1;"0,0012%";"0";1;"0,0009%";"0"
"MONTBARTIER - SOUILLAC";1;"0,0012%";"0";4;"0,0039%";"0"
"MONTRÉJEAU - GOURDAN-POLIGNAN - PERPIGNAN";1;"0,0012%";"0";1;"0,0013%";"0"
"MONTRÉJEAU - GOURDAN-POLIGNAN - SALIES DU SALAT";1;"0,0012%";"0";1;"0,0006%";"0"
"MONTRÉJEAU - GOURDAN-POLIGNAN - VENERQUE - LE VERNET";1;"0,0012%";"0";1;"0,0013%";"0"
"MURET - NAUCELLE";1;"0,0012%";"0";1;"0,0013%";"0"
"NAJAC - PERPIGNAN";1;"0,0012%";"0";1;"0,0013%";"0"
"NAUCELLE - PERPIGNAN";1;"0,0012%";"0";1;"0,0006%";"0"
"NAUCELLE - PIBRAC";1;"0,0012%";"0";1;"0,0013%";"0"
"NAUCELLE - SAINT-DENIS-PRES-MARTEL";1;"0,0012%";"0";1;"0,0013%";"0"
"NAUCELLE - SETE";1;"0,0012%";"0";1;"0,0013%";"0"
"PAMIERS - VILLEFRANCHE DE LAURAGAIS";1;"0,0012%";"0";6;"0,0053%";"0"
"PIBRAC - SAINT-GAUDENS";1;"0,0012%";"0";2;"0,0020%";"0"
"QUILLAN - TOULOUSE MATABIAU";1;"0,0012%";"0";1;"0,0013%";"0"
"RODEZ - SAINT-GAUDENS";1;"0,0012%";"0";1;"0,0013%";"0"
"SAINT-CHÉLY-D'APCHER - SAINT-GENIÈS-DE-MALGOIRÈS";1;"0,0012%";"0";6;"0,0053%";"0"
"SAINT-CHÉLY-D'APCHER - TOURNEMIRE ROQUEFORT";1;"0,0012%";"0";3;"0,0026%";"0"
"SAINT-CHÉLY-D'APCHER - VERGÈZE - CODOGNAN";1;"0,0012%";"0";4;"0,0039%";"0"
"SAINT-CHÉLY-D'APCHER - VILLEFORT";1;"0,0012%";"0";1;"0,0013%";"0"
"SAINT-CHÉLY-D'APCHER - VILLENEUVE LES MAGUELONNE";1;"0,0012%";"0";3;"0,0026%";"0"
"SAVERDUN - TOURNAY";1;"0,0012%";"0";1;"0,0013%";"0"
"SETE - VARILHES";1;"0,0012%";"0";1;"0,0013%";"0"
"TARBES - VARILHES";1;"0,0012%";"0";3;"0,0033%";"0"
"VIELMUR SUR AGOUT - VILLEFRANCHE DE ROUERGUE";1;"0,0012%";"0";1;"0,0013%";"0"
"CAHORS - LUZECH (INSTITUT BOISSOR)";1;"0,0011%";"0";1;"0,0006%";"0"
"GALLIENI CANCÉROPÔLE - MONTASTRUC LA CONSEILLERE";1;"0,0011%";"0";1;"0,0013%";"0"
"LES RAMASSIERS - L'ISLE JOURDAIN";1;"0,0011%";"0";3;"0,0026%";"0"
" - SAINT-AGNE";1;"0,0011%";"0";31;"0,0294%";"3"
"ALBI - PORTET SAINT-SIMON";1;"0,0011%";"0";1;"0,0006%";"0"
"ALBI - SAINT-AGNE";1;"0,0011%";"0";1;"0,0009%";"0"
"BAILLARGUES - LUNEL VIEL";1;"0,0011%";"0";1;"0,0006%";"0"
"CARBONNE - LABEGE INNOPOLE";1;"0,0011%";"0";1;"0,0013%";"0"
"CASTELNAUDARY - SAINT-AGNE";1;"0,0011%";"0";3;"0,0025%";"0"
"CASTRES - LACOURTENSOURT";1;"0,0011%";"0";2;"0,0020%";"0"
"COLOMIERS - SAINT-MARTIN DU TOUCH";1;"0,0011%";"0";2;"0,0022%";"0"
"COLOMIERS LYCEE INTERNATIONAL - MURET";1;"0,0011%";"0";5;"0,0045%";"0"
"GALLIENI CANCÉROPÔLE - PIBRAC";1;"0,0011%";"0";3;"0,0026%";"0"
"GRISOLLES - SAINT-AGNE";1;"0,0011%";"0";2;"0,0019%";"0"
"LABEGE INNOPOLE - LISLE SUR TARN";1;"0,0011%";"0";1;"0,0011%";"0"
"LABEGE INNOPOLE - MURET";1;"0,0011%";"0";3;"0,0030%";"1"
"LARDENNE - MERENVIELLE";1;"0,0011%";"0";1;"0,0013%";"0"
"LES RAMASSIERS - MERENVIELLE";1;"0,0011%";"0";1;"0,0006%";"0"
"LUNEL - MILHAUD";1;"0,0011%";"0";1;"0,0006%";"0"
"MONTPELLIER SUD DE FRANCE - NIMES";1;"0,0011%";"0";3;"0,0026%";"0"
"MONTRÉJEAU - GOURDAN-POLIGNAN - ST MARTORY";1;"0,0011%";"0";1;"0,0006%";"0"
"MURET - ST MARTORY";1;"0,0011%";"0";5;"0,0051%";"0"
"CAHORS - SAINT-AGNE";1;"0,0009%";"0";3;"0,0025%";"0"
" - SETE";1;"0,0008%";"0";7;"0,0064%";"1"
"AGDE - BAZIEGE";1;"0,0008%";"0";3;"0,0032%";"0"
"AGDE - BRAM";1;"0,0008%";"0";1;"0,0009%";"0"
"AGDE - COLLIOURE";1;"0,0008%";"0";5;"0,0047%";"0"
"AGDE - COURSAN";1;"0,0008%";"0";1;"0,0009%";"0"
"AGDE - NICE";1;"0,0008%";"0";5;"0,0047%";"0"
"AGDE - VIC - MIREVAL";1;"0,0008%";"0";3;"0,0028%";"0"
"AGEN - CARBONNE";1;"0,0008%";"0";3;"0,0032%";"0"
"AGEN - LALBENQUE FONTANES";1;"0,0008%";"0";1;"0,0013%";"0"
"AIX EN PROVENCE - SETE";1;"0,0008%";"0";3;"0,0028%";"0"
"AIX EN PROVENCE TGV - MONTPELLIER SAINT-ROCH";1;"0,0008%";"0";1;"0,0009%";"0"
"ALBI - PINS JUSTARET";1;"0,0008%";"0";4;"0,0039%";"0"
"ALBI - ROQUESÉRIÈRE";1;"0,0008%";"0";1;"0,0009%";"0"
"ALBI - SAINT-CYPRIEN ARÈNES";1;"0,0008%";"0";1;"0,0009%";"0"
"ALBIAS - LACOURTENSOURT";1;"0,0008%";"0";3;"0,0028%";"0"
"ALES - BOUCOIRAN";1;"0,0008%";"0";1;"0,0013%";"0"
"ALES - CHASSERADES";1;"0,0008%";"0";1;"0,0009%";"0"
"ALES - HYERES";1;"0,0008%";"0";3;"0,0028%";"0"
"ALES - MIRAMAS";1;"0,0008%";"0";4;"0,0038%";"0"
"ALES - NICE";1;"0,0008%";"0";3;"0,0028%";"0"
"ALES - TARASCON";1;"0,0008%";"0";4;"0,0038%";"0"
"ARGELES SUR MER - MONTAUDRAN";1;"0,0008%";"0";2;"0,0019%";"0"
"ARGELES SUR MER - VERGÈZE - CODOGNAN";1;"0,0008%";"0";3;"0,0032%";"0"
"ARLES - AVIGNON CENTRE";1;"0,0008%";"0";1;"0,0009%";"0"
"ARLES - BAGNOLS SUR CEZE";1;"0,0008%";"0";1;"0,0009%";"0"
"ARLES - BAILLARGUES";1;"0,0008%";"0";6;"0,0056%";"0"
"ARLES - PONT SAINT ESPRIT";1;"0,0008%";"0";2;"0,0019%";"0"
"ARLES - TARASCON";1;"0,0008%";"0";2;"0,0019%";"0"
"ASSIER - PARIS AUSTERLITZ";1;"0,0008%";"0";13;"0,0122%";"0"
"AUBAGNE - NIMES PONT DU GARD";1;"0,0008%";"0";2;"0,0019%";"0"
"AUBAGNE - RIVESALTES";1;"0,0008%";"0";2;"0,0019%";"0"
"AUBIET - COLOMIERS";1;"0,0008%";"0";1;"0,0009%";"0"
"AUCH - PERPIGNAN";1;"0,0008%";"0";3;"0,0025%";"0"
"AUCH - PINS JUSTARET";1;"0,0008%";"0";1;"0,0013%";"0"
"AURILLAC - LES QUATRE ROUTES";1;"0,0008%";"0";2;"0,0023%";"0"
"AUTERIVE - SAINT-JORY";1;"0,0008%";"0";1;"0,0009%";"0"
"AVIGNON CENTRE - GRAND COMBE LA PISE";1;"0,0008%";"0";1;"0,0006%";"0"
"AVIGNON CENTRE - LEUCATE LA FRANQUI";1;"0,0008%";"0";5;"0,0047%";"0"
"AVIGNON CENTRE - SAINT-AUNÈS";1;"0,0008%";"0";2;"0,0019%";"0"
"AVIGNON CENTRE - SAINT-GENIÈS-DE-MALGOIRÈS";1;"0,0008%";"0";2;"0,0019%";"0"
"AX LES THERMES - MERENS LES VALS";1;"0,0008%";"0";1;"0,0009%";"0"
"BAGNOLS SUR CEZE - VITROLLES AEROPORT MARSEILLE";1;"0,0008%";"0";2;"0,0019%";"0"
"BAILLARGUES - LA SEYNE SIX FOURS";1;"0,0008%";"0";4;"0,0038%";"0"
"BAILLARGUES - LES ARCS DRAGUIGNAN";1;"0,0008%";"0";2;"0,0019%";"0"
"BAILLARGUES - PONT SAINT ESPRIT";1;"0,0008%";"0";1;"0,0009%";"0"
"BANYULS SUR MER - CARCASSONNE";1;"0,0008%";"0";20;"0,0188%";"0"
"BANYULS SUR MER - NIMES PONT DU GARD";1;"0,0008%";"0";1;"0,0009%";"0"
"BARAQUEVILLE CARCENAC PEYRALES - GAILLAC";1;"0,0008%";"0";1;"0,0013%";"0"
"BAZIEGE - BRAM";1;"0,0008%";"0";1;"0,0009%";"0"
"BAZIEGE - CERBERE";1;"0,0008%";"0";4;"0,0038%";"0"
"BAZIEGE - ELNE";1;"0,0008%";"0";2;"0,0019%";"0"
"BAZIEGE - PORT VENDRES VILLE";1;"0,0008%";"0";2;"0,0019%";"0"
"BAZIEGE - SETE";1;"0,0008%";"0";1;"0,0009%";"0"
"BELVEZET - NIMES";1;"0,0008%";"0";2;"0,0019%";"0"
"BEZIERS - CERBERE";1;"0,0008%";"0";6;"0,0056%";"0"
"BEZIERS - GRAND COMBE LA PISE";1;"0,0008%";"0";3;"0,0032%";"0"
"BEZIERS - ILLE SUR TET";1;"0,0008%";"0";1;"0,0009%";"0"
"BEZIERS - LE BOUSQUET D'ORB";1;"0,0008%";"0";5;"0,0051%";"0"
"BEZIERS - PONT SAINT ESPRIT";1;"0,0008%";"0";1;"0,0013%";"0"
"BORDEAUX ST JEAN - CAHORS";1;"0,0008%";"0";17;"0,0159%";"0"
"BORDEAUX ST JEAN - CASTELNAU D'ESTRETEFONDS";1;"0,0008%";"0";13;"0,0122%";"0"
"BORDEAUX ST JEAN - CASTRES";1;"0,0008%";"0";12;"0,0113%";"0"
"BORDEAUX ST JEAN - ELNE";1;"0,0008%";"0";7;"0,0066%";"0"
"BORDEAUX ST JEAN - GAILLAC";1;"0,0008%";"0";6;"0,0056%";"0"
"BORDEAUX ST JEAN - LAMAGISTERE";1;"0,0008%";"0";4;"0,0038%";"0"
"BRAM - LEUCATE LA FRANQUI";1;"0,0008%";"0";2;"0,0019%";"0"
"BRETENOUX BIARS - LAVAL DE CERE";1;"0,0008%";"0";4;"0,0038%";"0"
"BRETENOUX BIARS - LIMOGES BENEDICTINS";1;"0,0008%";"0";3;"0,0028%";"0"
"BRETENOUX BIARS - TULLE";1;"0,0008%";"0";1;"0,0009%";"0"
"BRIVE LA GAILLARDE - GAILLAC";1;"0,0008%";"0";1;"0,0009%";"0"
"CAHORS - FIGEAC";1;"0,0008%";"0";3;"0,0026%";"0"
"CAHORS - PERPIGNAN";1;"0,0008%";"0";3;"0,0028%";"0"
"CAPDENAC - CLERMONT FERRAND";1;"0,0008%";"0";2;"0,0019%";"0"
"CAPDENAC - CORDES VINDRAC";1;"0,0008%";"0";4;"0,0038%";"0"
"CARBONNE - CAUSSADE";1;"0,0008%";"0";1;"0,0013%";"0"
"CARBONNE - LONGAGES - NOÉ";1;"0,0008%";"0";2;"0,0016%";"0"
"CARCASSONNE - GOURDON";1;"0,0008%";"0";1;"0,0005%";"0"
"CARCASSONNE - PARIS GARE DE LYON";1;"0,0008%";"0";45;"0,0422%";"0"
"CARCASSONNE - PORT VENDRES VILLE";1;"0,0008%";"0";6;"0,0056%";"0"
"CARCASSONNE - RABASTENS - COUFOULEUX";1;"0,0008%";"0";2;"0,0019%";"0"
"CARMAUX - CASTRES";1;"0,0008%";"0";3;"0,0026%";"0"
"CARMAUX - MARSSAC SUR TARN";1;"0,0008%";"0";1;"0,0009%";"0"
"CARMAUX - NARBONNE";1;"0,0008%";"0";3;"0,0026%";"0"
"CARPENTRAS - LUNEL";1;"0,0008%";"0";1;"0,0009%";"0"
"CASTELNAU D'ESTRETEFONDS - LALBENQUE FONTANES";1;"0,0008%";"0";4;"0,0038%";"0"
"CASTELNAU D'ESTRETEFONDS - PERPIGNAN";1;"0,0008%";"0";1;"0,0006%";"0"
"CASTELNAU D'ESTRETEFONDS - VILLEFRANCHE DE LAURAGAIS";1;"0,0008%";"0";1;"0,0006%";"0"
"CASTELNAUDARY - MONTAUBAN";1;"0,0008%";"0";3;"0,0026%";"0"
"CASTELNAUDARY - NIMES PONT DU GARD";1;"0,0008%";"0";1;"0,0011%";"0"
"CASTELNAUDARY - RODEZ";1;"0,0008%";"0";1;"0,0013%";"0"
"CASTELSARRASIN - TONNEINS";1;"0,0008%";"0";1;"0,0009%";"0"
"CHAMBERY CHALLES LES EAUX - TOULOUSE MATABIAU";1;"0,0008%";"0";2;"0,0019%";"0"
"CLERMONT FERRAND - GENOLHAC";1;"0,0008%";"0";2;"0,0019%";"0"
"CLERMONT FERRAND - SAINT-CHÉLY-D'APCHER";1;"0,0008%";"0";23;"0,0216%";"0"
"CONDAT LE LARDIN - SOUILLAC";1;"0,0008%";"0";1;"0,0009%";"0"
"COURTHEZON - MONTPELLIER SAINT-ROCH";1;"0,0008%";"0";1;"0,0009%";"0"
"DIEUPENTALE - GOURDON";1;"0,0008%";"0";2;"0,0019%";"0"
"DIEUPENTALE - SOUILLAC";1;"0,0008%";"0";2;"0,0023%";"0"
"EGLETONS - TOULOUSE MATABIAU";1;"0,0008%";"0";2;"0,0019%";"0"
"ELNE - PORT LA NOUVELLE";1;"0,0008%";"0";1;"0,0009%";"0"
"ESCALQUENS - LABEGE INNOPOLE";1;"0,0008%";"0";6;"0,0056%";"0"
"FIGEAC - LE ROUGET";1;"0,0008%";"0";1;"0,0009%";"0"
"FIGEAC - NAJAC";1;"0,0008%";"0";1;"0,0009%";"0"
"FOIX - LES AUBRAIS";1;"0,0008%";"0";1;"0,0009%";"0"
"FOIX - MERENS LES VALS";1;"0,0008%";"0";3;"0,0032%";"0"
"FOIX - PARIS MONTPARNASSE 1 ET 2";1;"0,0008%";"0";15;"0,0141%";"0"
"FOIX - PERPIGNAN";1;"0,0008%";"0";2;"0,0016%";"0"
"FRONTIGNAN - TOULON";1;"0,0008%";"0";1;"0,0009%";"0"
"GAILLAC - MONTAUDRAN";1;"0,0008%";"0";1;"0,0006%";"0"
"GAILLAC - PARIS MONTPARNASSE 1 ET 2";1;"0,0008%";"0";17;"0,0159%";"0"
"GAILLAC - PERPIGNAN";1;"0,0008%";"0";2;"0,0019%";"0"
"GALLIENI CANCÉROPÔLE - PINS JUSTARET";1;"0,0008%";"0";1;"0,0013%";"0"
"GOURDON - LACOURTENSOURT";1;"0,0008%";"0";1;"0,0009%";"0"
"GRAND COMBE LA PISE - LA LEVADE";1;"0,0008%";"0";1;"0,0009%";"0"
"GRAND COMBE LA PISE - MIRAMAS";1;"0,0008%";"0";1;"0,0009%";"0"
